,Id,Sentiment,Pasangan Calon,Text Tweet,clean_teks
570,571,positive,Ahok-Djarot,Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,dukung badja ahokdjarot provokasi kotor tangan kandung nazis heavy cek mark heavy cek mark
571,572,positive,Ahok-Djarot,"Ingat kita pilih pelayan warga, bukan pemimpin agama di JKT. Pilih yang jelas BAIK, JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki",pilih layan warga pimpin agama jakarta pilih jujur bersih heavy cek mark heavy cek mark ahokdjarot debatpilkadadki
572,573,positive,Ahok-Djarot,"Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR, BERSIH dan KERJA NYATA, cuma <Victory Hand> <Victory Hand> @AhokDjarot #DebatPilkadaDKI",pimpin agama layan warga jujur bersih kerja nyata victory hand victory hand ahokdjarot debatpilkadadki
573,574,positive,Ahok-Djarot,#djarotsupportpersija Luar Biasa #AhokDjarot #BaDjaBeragam,djarotsupportpersija ahokdjarot badjaberagam
574,575,positive,Ahok-Djarot,Jangan lupa coblos pemimpin yang pekerja keras <Victory Hand> <Victory Hand> #AhokDjarot #AniesSandi #JakartaPunyaSemua,lupa coblos pimpin kerja keras victory hand victory hand ahokdjarot aniessandi jakartapunyasemua
575,576,positive,Ahok-Djarot,masih berama dalang enthus #AhokDjarot #AhokDjarotLebihBaik #enthus #salamduajari,ama dalang enthus ahokdjarot ahokdjarotlebihbaik enthus salamduajari
576,577,positive,Ahok-Djarot,#Jelas membawa manfaat untuk umat. Komitmen #AhokDjarot <Victory Hand> <Victory Hand> untuk Umat Islam - https://kask.us/ioQK2  #ForumKaskus via #KASKUS,bawa manfaat umat komitmen ahokdjarot victory hand victory hand umat islam forumkaskus via kaskus
577,578,positive,Ahok-Djarot,Haha..kerja nyata #AhokDjarot <Victory Hand> <Victory Hand>,hahakerja nyata ahokdjarot victory hand victory hand
578,579,positive,Ahok-Djarot,Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarot… https://www.instagram.com/p/BS3xZkflwVZ/,baju seragam nyoblos nih temanteman pilkadadki ahokdjarot
579,580,positive,Ahok-Djarot,#gue2 #kami2 #ahokdjarot #tetapahokdjarot #suarakankebenaran #weedbegoodtogether #katakitaig https://www.instagram.com/p/BS3mqF8lxNP/,ahokdjarot tetapahokdjarot suarakankebenaran weedbegoodtogether katakitaig
580,581,positive,Ahok-Djarot,"karena #AhokDjarot  <Victory Hand> <Victory Hand>  terbukti berkinerja bagus, bersih, anti korupsi & memperjuangkan keadilan",ahokdjarot victory hand victory hand bukti kerja bagus bersih anti korupsi juang adil
581,582,positive,Ahok-Djarot,Marilah Kemari (@ahokdjarot  <Victory Hand> <Victory Hand>  disini) cover by Citra & Alain #ahokdjarot #basukidjarot @temanAhok @AhokShow,mari kemari ahokdjarot victory hand victory hand cover by citra alain ahokdjarot basukidjarot temanahok ahokshow
582,583,positive,Ahok-Djarot,SAYA 2 <Victory Hand> #AHOKDJAROT #BA2JA (at Toba Dream),victory hand ahokdjarot baja at toba dream
583,584,positive,Ahok-Djarot,Ahok-Djarot  <Victory Hand> <Victory Hand>  Meroket. #ahok #djarot #ahokdjarot #pilkada #election #pilkadadki2017 #gubernur… https://www.instagram.com/p/BS3diVJBTna/,ahokdjarot victory hand victory hand roket ahok djarot ahokdjarot pilkada election pilkadadki gubernur
584,585,positive,Ahok-Djarot,INI! #Ahok #AhokDjarot,ahok ahokdjarot
585,586,positive,Ahok-Djarot,"Walaupun banyak cobaan yang menimpa pak ahok, mundur 1 langkah maju 1000 langkah untuk menjadikan jakarta lebih maju lagi <Trophy> #ahokdjarot",coba timpa ahok mundur langkah maju langkah jadi jakarta maju trophy ahokdjarot
586,587,positive,Ahok-Djarot,#AhokDjarot <Victory Hand> <Victory Hand> ,ahokdjarot victory hand victory hand
587,588,positive,Ahok-Djarot,jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand>  #AhokDjarot,jakarta butuh gubernur pandai main jakarta butuh gubernur nyata victory hand victory hand ahokdjarot
588,589,positive,Ahok-Djarot,Siaran langsung pak Ahok  <grining face with smile eye>  #ahok #ahokdjarot https://www.instagram.com/p/BS3YHWsgAk7/,siar langsung ahok grining muka with smile eye ahok ahokdjarot
589,590,positive,Ahok-Djarot,Ahok di Net Ahok di ini talkshow #AhokDjarot #JakartaPunyaSemua #temenahok #ahokdjarotmenang #JakartaKece,ahok net ahok talkshow ahokdjarot jakartapunyasemua temenahok ahokdjarotmenang jakartakece
590,591,positive,Ahok-Djarot,"benar deh ,ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi, dan jadi sosok pemimpin yang berintregitas",deh ikhlas ahokdjarot gubernur beliau tujukkan demokrasi sosok pimpin berintregitas
591,592,positive,Ahok-Djarot,"Kata babe pilih nomor 2 <Victory Hand> <Victory Hand> <Victory Hand> #ahokdjarot basukibtp @Kebagusan,pala Soang https://www.instagram.com/p/BS3SLRFgFVb/",babe pilih nomor victory hand victory hand victory hand ahokdjarot basukibtp kebagusanpala soang
592,593,positive,Ahok-Djarot,"#AhokDjarot hasil kerja nyata,hasil kerja sudah banyak yang terselesaikan, gak pakai janji2 lagi,tinggal meneruskan yang lain  <Victory Hand> <FOLDED HANDS> <Fire>",ahokdjarot hasil kerja nyatahasil kerja selesai pakai janji lagitinggal terus victory hand folded hands fire
593,594,positive,Ahok-Djarot,Menjadi cerdas dan berpikir jernih #AhokDjarot #Putaran2Menang,cerdas pikir jernih ahokdjarot putaranmenang
594,595,positive,Ahok-Djarot,#KawalC6CoblosNo2 kawal #AhokDjarot #Putaran2Menang <Victory Hand> <Victory Hand>,kawalccoblosno kawal ahokdjarot putaranmenang victory hand victory hand
595,596,positive,Ahok-Djarot,Cuma ahok jarot yang bisa membereskan jakarta karena tahu apa yang dilakukan <FOLDED HANDS> <FOLDED HANDS> .Bukan calon yang cuma ngayal sama jualan kipas.,ahok jarot beres jakarta folded hands folded hands calon khayal jual kipas
596,597,positive,Ahok-Djarot,Begini Program Ahok-Djarot <Victory Hand> <Victory Hand> Ajak Warga Bekerja Baca selengkapnya #Ahok #Ahokdjarot,program ahokdjarot victory hand victory hand ajak warga baca lengkap ahok ahokdjarot
597,598,positive,Ahok-Djarot,#JakartaBersuriah ala ustad cang haris.. pilih #AhokDjarot <Victory Hand> jangan lupa No. 2 pilih yang islami asli berakhlaq dan sudah haji.. Haji Djarot,jakartabersuriah ala ustad cang haris pilih ahokdjarot victory hand lupa nomor pilih islami asli berakhlaq haji haji djarot
598,599,positive,Ahok-Djarot,Di hari2 terakhir ini saya usul team pak @basuki_btp bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja  <FOLDED HANDS> <FOLDED HANDS>,usul team basuki btp gerak jakartatimur ahokdjarot sosialisasi programkerja folded hands folded hands
599,600,positive,Ahok-Djarot,<lovered> Nama yang Indah <lovered> Nama masjid baru pemkot Jakarta MASJID RAYA KH HASYIM ASHARI. @nu_online @NahdlatulOelama #AhokDjarot,lovered nama indah lovered nama masjid perintah kota jakarta masjid raya kh hasyim ashari nu online nahdlatuloelama ahokdjarot
600,601,negative,Anies-Sandi,Lebih baik jadi dosen yang dibanggakan dari pada berharap jadi Gubernur dengan cara yang membohongi rakyat dan diri sendiri. #pilkadadki2017,dosen bangga harap gubernur bohong rakyat pilkadadki
601,602,negative,Anies-Sandi,Kalau saya sih malu ngakunya juga @aniesbaswedan ...,sih malu ngakunya aniesbaswedan
602,603,negative,Anies-Sandi,Kenapa pak @prabowo Berterimakasi pada #FPI setelah @aniesbaswedan @sandiuno Memenangkan #PilkadaDki2017 pengamat politik mana pengamat.,prabowo berterimakasi fpi aniesbaswedan sandiuno menang pilkadadki amat politik amat
603,604,negative,Anies-Sandi,"Daftar rumah baru di jakarta yang DP nya 0-Rp Kalau gak terealisasi, kau tanggung janji kau di akhirat nanti,,, #pilkadaDKI2017 #pathdaily",daftar rumah jakarta dp nya rupiah realisasi kau tanggung janji kau akhirat pilkadadki pathdaily
604,605,negative,Anies-Sandi,"Kalian dijanjikan ini itu sama calon gubenur baru. jangan lupa tagih janjinya, Jakarta butuh kerja nyata bukan sekedar janji #pilkada",janji calon gubenur lupa tagih janji jakarta butuh kerja nyata dar janji pilkada
605,606,negative,Anies-Sandi,"Bagi yang precariat kayak aku ini, dp rumah 0% lumayan membantu. Jadi pasti aku tagih! #pilkadadki2017",precariat dp rumah lumayan bantu tagih pilkadadki
606,607,negative,Anies-Sandi,Harus menerima hasil ini dengan lapang dada. #PilkadaDKI2017,terima hasil lapang dada pilkadadki
607,608,negative,Anies-Sandi,Sedih... Tetap Optimis ya Jakartaku #pilkadaDKI2017,sedih optimis ya jakartaku pilkadadki
608,609,negative,Anies-Sandi,Kalo gitu aku mau tagih program DP 0% dari Anies-Sandi #PilkadaDKI #pilkadadki2017,tagih program dp aniessandi pilkadadki pilkadadki
609,610,negative,Anies-Sandi,"Sabtu kerja&ngobrol tentang #pilkadaDKI,ternyata ketua RW di komplek rumah teman saya super maksa warga pilih Anies demi janji 3 Milyar",sabtu kerjangobrol pilkadadkiternyata ketua rw komplek rumah teman super maksa warga pilih anies janji milyar
610,611,negative,Anies-Sandi,Takut kalah jadi buruan bagi-bagi sembako. Kayanya lebih cocok jadi pegawai bulog kaleee. Colek @kpu_dki @KPU_RI @jokowi #PilkadaDKI2017,takut kalah buru bagibagi sembako kaya cocok pegawai bulog kaleee colek kpu dki kpu ri jokowi pilkadadki
611,612,negative,Anies-Sandi,Jenazah ditolak.  Abis solat diusir. Yang dagang di usir. Agama jadi jualannya politik. Mantavvv jiwa Cara lu..  #pilkadadki2017 #pilkada,jenazah tolak habis salat usir dagang usir agama jual politik mantavvv jiwa pilkadadki pilkada
612,613,negative,Anies-Sandi,"Tapi lawan Ahok sekarang jelas tidak lebih baik, malah lebih buruk. Track record kurang, komitmen memberantas korupsi nihil. #PilkadaDKI2017",lawan ahok buruk track record komitmen berantas korupsi nihil pilkadadki
613,614,negative,Anies-Sandi,"Mungkin maksud Anies, prostitusi dan perjudian di Kalijodo harus tertata rapih -> http://megapolitan.kompas.com/read/2017/04/15/19414861/ani",maksud anies prostitusi judi kalijodo tata rapih
614,615,negative,Anies-Sandi,"Ih serem, terus nanti bilangnya di pitenah...#Gue2 #BaDjaUntukJakarta #pilkadadki2017",ih rem bilang pitenahgue badjauntukjakarta pilkadadki
615,616,negative,Anies-Sandi,"Pak @aniesbaswedan sekarang kan lagi masa tenang, kok team sukses bapak masih kerja ya? Bagi2 bunga segala lagi #pilkadadki2017",aniesbaswedan tenang team sukses kerja ya bunga pilkadadki
616,617,negative,Anies-Sandi,"Terlalu tidak bisa diaplikasikan, program2 paslon 3. Bahkan cenderung tidak bisa nyambung dalam bahasa teknisnya. Sangat prihatin",aplikasi program paslon cenderung nyambung bahasa teknis prihatin
617,618,negative,Anies-Sandi,semoga Allah SWT memberikan rahmat bagi yang mendzolimi sesama. #prihatin #pilkadadki2017,moga allah subhanahu wata ala rahmat mendzolimi prihatin pilkadadki
618,619,negative,Anies-Sandi,"Anis persis kayak orang jualan sabun wangi dipasar, kalau ngomong pinter tapi tidak pernah mandi"" #pilkadadki2017",anis persis orang jual sabun wangi pasar ngomong pintar mandi pilkadadki
619,620,negative,Anies-Sandi,"Jika nanti punya pemimpin yang ingkar, jangan heran, karena pada tuhan pun manusia itu seringkali ingkar!! #pilkadadki2017",pimpin ingkar heran tuhan manusia seringkali ingkar pilkadadki
620,621,negative,Anies-Sandi,Fasisme musuh demokrasi. @aniesbaswedan merangkul dua sekaligus: Islamisme & orang2 Orde Baru. #PilkadaDKI2017 #DebatFinalPilgubDKI,fasisme musuh demokrasi aniesbaswedan rangkul islamisme orang orde pilkadadki debatfinalpilgubdki
621,622,negative,Anies-Sandi,Bapak @basuki_btp Pemenang PILKADA 2017 @AhokDjarot BangunDki @AniesBaswedanID jangan STRES  kalau GATOT(gagal total)#pilkadadki2017,basuki btp menang pilkada ahokdjarot bangundki aniesbaswedanid stres gatotgagal totalpilkadadki
622,623,negative,Anies-Sandi,"Lagi2 bicaramu ngawur tanpa fakta, jangan asal ngomong @aniesbaswedan @sandiuno @basuki_btp @RoryAsyari #pilkadadki2017 #debatpilkadadki",bicara ngasal fakta ngomong aniesbaswedan sandiuno basuki btp roryasyari pilkadadki debatpilkadadki
623,624,negative,Anies-Sandi,Pilkada telah ditutup dengan Debat (kusir) yang kusut kualitasnya. Debat terparah. #debatfinalpilkadadki #pilkadadki2017 #AhokDjarotDiRosi,pilkada tutup debat kusir kusut kualitas debat parah debatfinalpilkadadki pilkadadki ahokdjarotdirosi
624,625,negative,Anies-Sandi,"Baru kali ini kau terlihat arogan pak Anies, saya menjadi tidak yakin untuk memilihmu #pilkadadki2017",kali kau arogan anies pilih pilkadadki
625,626,negative,Anies-Sandi,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",ko polling goreng kpud netral kamvreetttt pilkadadki debatfinalpilkadadki okeoce
626,627,negative,Anies-Sandi,"program asal ngomong begini jadinya, pemotongan warga #pilkadadki2017 #pilkadadkijakarta2017 #asalngomomg",program ngomong potong warga pilkadadki pilkadadkijakarta asalngomomg
627,628,negative,Anies-Sandi,"Waaaah ternyata dia sudah sadar, kalo selama ini salah pilih #BasukiDjarot @ahok_btp @AhokDjarot #pilkadadkijakarta2017 #PILKADADKI2017",waaaah sadar salah pilih basukidjarot ahok btp ahokdjarot pilkadadkijakarta pilkadadki
628,629,negative,Anies-Sandi,Belajar mulai dari yang sederhana: Kursi dipakai untuk duduk. Tapi sejak kapan meja jadi tempat duduk? Pantas aja jadi Mendikbud dipecat!,ajar sederhana kursi pakai duduk meja duduk mendikbud pecat
629,630,negative,Anies-Sandi,"Lho, Lagu Anies-Sandi Menjiplak Nyanyian Yahudi? http://m.jpnn.com/news/lho-lagu-anies-sandi-menjiplak-nyanyian-yahudi  #HashemMelech",lho lagu aniessandi jiplak nyanyi yahudi hashemmelech
630,631,negative,Anies-Sandi,Didiklah orang muda dengan akhlak dan integritas. Bukan ambisi kotor dan fitnah. Jangan omong doang. #pilkadadki2017,didik orang muda akhlak integritas ambisi kotor fitnah omong pilkadadki
631,632,negative,Anies-Sandi,#PilkadaDKI2017 Anies Dipolisikan karena Sebut #Ahok-Djarot Gusur 300 Titik di DKI http://detik.id/6Lraph,pilkadadki anies polisi ahokdjarot gusur titik dki
632,633,negative,Anies-Sandi,Siapa menebar FITNAH dia akan menuai KALAH #pilkadadki2017,tebar fitnah tuai kalah pilkadadki
633,634,negative,Anies-Sandi,Pemimpin yang Tegas ataukah Pemimpi yang Tega #PilkadaDKI2017,pimpin mimpi tega pilkadadki
634,635,negative,Anies-Sandi,"Lah, Ini Malah Ada Pelatihan OK-OCE Sabun Al-Maidah http://m.jpnn.com/news/lah-ini-malah-ada-pelatihan-ok-oce-sabun-al-maidah  #Pilka",latih okoce sabun almaidah pilka
635,636,negative,Anies-Sandi,Jangan kotori Lagi Balai Kota dengan Karangan Bunga http://obsessionnews.com @habiburokhman #AhokDjarot #Ahok #Anies #AniesSandi #MayDay2017,kotor balai kota karang bunga habiburokhman ahokdjarot ahok anies aniessandi mayday
636,637,negative,Anies-Sandi,Bukan timses #AniesSandi,timses aniessandi
637,638,negative,Anies-Sandi,cara kampanye #Anies membuat Menteri agama mengeluarkan peraturan larangan kampanye di rumah ibadah. sdh jelas #AniesSandi menang karna SARA,kampanye anies menteri agama keluar atur larang kampanye rumah ibadah aniessandi menang sara
638,639,negative,Anies-Sandi,"Haha #AniesSandi kuoata saya banyak pak, pakai #telkomsel emang situ beliin saya pulsa atau beliin saya kuota",haha aniessandi kuoata pakai telkomsel emang situ beliin pulsa beliin kuota
639,640,negative,Anies-Sandi,"Perayaan kemenangan #AniesSandi, tidak pakai papan kembang, tapi pakai kambiang â€” merasa bersyukur di Abunawas... http://fb.me/89nIV8t2r",raya menang aniessandi pakai papan kembang pakai kambiang syukur abunawas
640,641,negative,Anies-Sandi,Surat kocak Untuk Anies ... #indoharian #aniessandi #gubernurpilihan #gagalmoveone #suratrakyat #AniesSandiGubernurKita #gubernurdki,surat kocak anies indoharian aniessandi gubernurpilihan gagalmoveone suratrakyat aniessandigubernurkita gubernurdki
641,642,negative,Anies-Sandi,"Bikin Macet, Warga Kelapa Gading Harap Proyek Tidak Mangkrak https://goo.gl/nlm8Xl  #AniesSandi #KelapaGading",bikin macet warga kelapa gading harap proyek mangkrak aniessandi kelapagading
642,643,negative,Anies-Sandi,#Pesta #Kembang dan #Lemper #Ayam http://obsessionnews.com #Ahok #AhokDjarot #Anies #AniesSandi #AniesSandiGubernurKita #PilkadaDKI #Jakarta,pesta kembang lemper ayam ahok ahokdjarot anies aniessandi aniessandigubernurkita pilkadadki jakarta
643,644,negative,Anies-Sandi,Anies-Sandi Dinilai Loyo sehingga Berpotensi Dikangkangi Ormas Garis Keras http://bit.ly/2p3jbgb  #AniesSandi,aniessandi nilai loyo potensi kangkang ormas garis keras aniessandi
644,645,negative,Anies-Sandi,"Kalo cari suami tuh cari aja team keamanan #aniessandi.. Kotak aja djagain, apalagi kamu",cari suami tuh cari team aman aniessandi kotak jaga
645,646,negative,Anies-Sandi,Dua Program Ahok yang akan Dibatalkan Anies Anies-Sandi Ahok Djarot #GubernurJakarta #AniesSandi #Ahok,program ahok batal anies aniessandi ahok djarot gubernurjakarta aniessandi ahok
646,647,negative,Anies-Sandi,#Ahok Sang Pemimpin #Bajingan Tumbang di #PilkadaDK2017  http://obsessionnews.com #AyoPenjarakanAhok #AniesSandi #aniessandimenang,ahok sang pimpin bajing tumbang pilkadadk ayopenjarakanahok aniessandi aniessandimenang
647,648,negative,Anies-Sandi,#ILCMerajutJakartaKembali Semoga bikin damai.. #AhokForBali1 Ada apa yaa... Kecikampek aja brow ada rumah #dp0 kayak programnya #aniessandi,ilcmerajutjakartakembali moga bikin damai ahokforbali yaa kecikampek brow rumah dp program aniessandi
648,649,negative,Anies-Sandi,"walupun bukan orangJakarta, saya juga tidak pernah menyesal dan rugi dukung #AniesSandi Ayo kapan lagi bagi2 uang&sembako non pilkada??pret",walupun orangjakarta sesal rugi dukung aniessandi ayo uangsembako non pilkadapret
649,650,negative,Anies-Sandi,Trus menyalahkan #AniesSandi .... sebuah sikap tak paham aturan. Gubernur sekarang siapa? @basuki_btp,salah aniessandi sikap paham atur gubernur basuki btp
650,651,negative,Anies-Sandi,Program Anies-Sandi Dianggap Menyulitkan https://goo.gl/2ADg8E  #AniesSandi #KelapaGading,program aniessandi anggap sulit aniessandi kelapagading
651,652,negative,Anies-Sandi,Blunder sekali Pak @jokowi jika benar menteri dari PAN akan DITENDANG gara-gara dukung #AniesSandi & isu #AhokPenistaAgama masuk kabinet,blunder jokowi menteri pan tendang garagara dukung aniessandi isu ahokpenistaagama masuk kabinet
652,653,negative,Anies-Sandi,"Pendukung #AniesSandi Tim #ASBAK Siap Melakukan SEGALANYA.. ""MENEBAR FITNAH"" sana sini Demi kemenangan Anies..",dukung aniessandi tim asbak tebar fitnah menang anies
653,654,negative,Anies-Sandi,sedikit pun kami tidak pernah #AniesSandi menjanjikan rumah DP 0% itu berbentuk #Rusun yang kami tau rumah berbentuk horisontal #SaveDP0%,aniessandi janji rumah dp bentuk rusun tau rumah bentuk horisontal savedp
654,655,negative,Anies-Sandi,Sistem Amankan APBD oleh Ahok yang sudah berjalan ini jangan dihilangkan ya #AniesSandi Karena PASTI ada sesuatu jka di utak utik,sistem aman apbd ahok jalan hilang ya aniessandi jka utak utik
655,656,negative,Anies-Sandi,Ini bukan janji #AniesSandi lho! Tapi janjinya mas @jokowi. Mohon kawal terus.,janji aniessandi lho janji mas jokowi mohon kawal
656,657,negative,Anies-Sandi,#Anies #Baswedan Penganut #Islam #Radikal atau #Moderat? http://obsessionnews.com,anies baswedan anut islam radikal moderat
657,658,negative,Anies-Sandi,#aniessandi 1 periode saja.,aniessandi periode
658,659,negative,Anies-Sandi,@MarissaAnita kamu gunakan sebutan EKSTRIMIS kepada tim #AniesSandi itu persis sama dengan PENJAJAH BELANDA perang melawan mereka!,marissaanita sebut ekstrimis tim aniessandi persis jajah belanda perang lawan
